#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_002942.5	2641302	2641778	+	19833903	dksA	lpg2338	YP_096347.1	158	-	DnaK suppressor protein
chr	NC_002942.5	2641848	2642681	+	19833904	-	lpg2339	YP_096348.1	277	-	hypothetical protein lpg2339
chr	NC_002942.5	2642686	2643951	-	19833905	kdtA	lpg2340	YP_096349.1	421	-	3-deoxy-D-manno-oct-2-ulosonic acid transferase
chr	NC_002942.5	2644100	2644990	+	19833906	djlA	lpg2341	YP_096350.2	296	-	Dna-J like membrane chaperone protein
chr	NC_002942.5	2644957	2645730	-	19833907	-	lpg2342	YP_096351.1	257	-	hypothetical protein lpg2342
chr	NC_002942.5	2645922	2646899	-	19833908	sseJ	lpg2343	YP_096352.1	325	-	lysophospholipase A
chr	NC_002942.5	2647010	2647636	+	19833909	-	lpg2344	YP_096353.1	208	-	hypothetical protein lpg2344
chr	NC_002942.5	2648364	2650133	-	19833910	deaD	lpg2345	YP_096354.1	589	-	ATP-dependent RNA helicase
chr	NC_002942.5	2650501	2651439	-	19833911	-	lpg2346	YP_096355.1	312	-	transcriptional regulator
chr	NC_002942.5	2651415	2653439	-	19833912	fadH	lpg2347	YP_096356.1	674	-	2,4-dienoyl-CoA reductase
chr	NC_002942.5	2653744	2654232	+	19833913	sodC	lpg2348	YP_096357.1	162	-	superoxide dismutase
chr	NC_002942.5	2654276	2654791	-	19833914	-	lpg2349	YP_096358.2	171	-	alkylhydroperoxidase
chr	NC_002942.5	2654814	2655452	-	19833915	-	lpg2350	YP_096359.1	212	-	alkylhydroperoxidase
chr	NC_002942.5	2655484	2656404	+	19833916	-	lpg2351	YP_096360.1	306	-	hypothetical protein lpg2351
chr	NC_002942.5	2656503	2657495	-	19833917	mdh	lpg2352	YP_096361.1	330	-	malate dehydrogenase
chr	NC_002942.5	2657485	2658048	-	19833918	nudE	lpg2353	YP_096362.1	187	-	ADP-ribose diphosphatase NudE
chr	NC_002942.5	2658127	2659254	+	19833919	-	lpg2354	YP_096363.1	375	-	(oxygen-independent) coproporphyrinogen III oxidase
chr	NC_002942.5	2659286	2660695	-	19833920	-	lpg2355	YP_096364.1	469	-	amidase
chr	NC_002942.5	2661049	2661882	+	19833921	-	lpg2356	YP_096365.1	277	-	hypothetical protein lpg2356
chr	NC_002942.5	2662056	2663057	-	19833922	gcp	lpg2357	YP_096366.1	333	-	DNA-binding/iron metalloprotein/AP endonuclease
chr	NC_002942.5	2663262	2663501	+	19833923	rpsU	lpg2358	YP_096367.1	79	-	30S ribosomal protein S21
chr	NC_002942.5	2663704	2664147	+	19833924	-	lpg2359	YP_096368.1	147	-	hypothetical protein lpg2359
chr	NC_002942.5	2664144	2665889	+	19833925	-	lpg2360	YP_096369.1	581	-	DNA primase DnaG
chr	NC_002942.5	2665970	2667841	+	19833926	rpoD	lpg2361	YP_096370.1	623	-	RNA polymerase sigma 70 factor (RpoD)
chr	NC_002942.5	2668117	2669316	-	19833928	-	lpg2363	YP_096371.1	399	-	transposase (IS652)
chr	NC_002942.5	2669531	2669896	+	19833929	-	lpg2364	YP_096372.1	121	-	hypothetical protein lpg2364
chr	NC_002942.5	2670253	2670618	-	19833930	-	lpg2365	YP_096373.1	121	-	hypothetical protein lpg2365
chr	NC_002942.5	2670946	2672697	-	19833931	-	lpg2366	YP_096374.1	583	-	hypothetical protein lpg2366
chr	NC_002942.5	2672763	2673038	-	19833932	-	lpg2367	YP_096375.1	91	-	hypothetical protein lpg2367
chr	NC_002942.5	2673871	2674098	+	19833933	-	lpg2368	YP_096376.1	75	-	hypothetical protein lpg2368
chr	NC_002942.5	2674095	2674403	+	19833934	-	lpg2369	YP_096377.1	102	-	HipA protein
chr	NC_002942.5	2674400	2675338	+	19833935	-	lpg2370	YP_096378.1	312	-	hypothetical protein lpg2370
chr	NC_002942.5	2675881	2676495	+	19833936	-	lpg2371	YP_096379.1	204	-	hypothetical protein lpg2371
chr	NC_002942.5	2677194	2678462	+	19833937	-	lpg2372	YP_096380.1	422	-	hypothetical protein lpg2372
chr	NC_002942.5	2679203	2679874	-	19833938	-	lpg2373	YP_096381.1	223	-	hypothetical protein lpg2373
chr	NC_002942.5	2680222	2680533	-	19833939	-	lpg2374	YP_096382.1	103	-	mannose-6-phosphate isomerase
chr	NC_002942.5	2680981	2681454	+	19833940	-	lpg2375	YP_096383.1	157	-	hypothetical protein lpg2375
chr	NC_002942.5	2681646	2682563	+	19833941	-	lpg2376	YP_096384.1	305	-	LysR family transcriptional regulator
chr	NC_002942.5	2683004	2683231	+	19833942	-	lpg2377	YP_096385.1	75	-	hypothetical protein lpg2377
chr	NC_002942.5	2683228	2683401	+	19833943	-	lpg2378	YP_096386.1	57	-	HipA-like protein
chr	NC_002942.5	2683534	2683884	+	19833944	-	lpg2379	YP_096387.1	116	-	hypothetical protein lpg2379
chr	NC_002942.5	2683844	2684452	+	19833945	-	lpg2380	YP_096388.1	202	-	hypothetical protein lpg2380
chr	NC_002942.5	2684581	2687148	+	19833946	mgt	lpg2381	YP_096389.1	855	-	magnesium-transporting ATPase, P-type
chr	NC_002942.5	2687420	2688874	+	19833947	-	lpg2382	YP_096390.1	484	-	hypothetical protein lpg2382
chr	NC_002942.5	2689113	2690039	+	19833948	-	lpg2383	YP_096391.1	308	-	LysR family transcriptional regulator
chr	NC_002942.5	2690122	2692047	+	19833949	kup	lpg2384	YP_096392.1	641	-	Kup system potassium uptake protein
chr	NC_002942.5	2692257	2694044	+	19833950	-	lpg2385	YP_096393.1	595	-	hypothetical protein lpg2385
chr	NC_002942.5	2694370	2694933	+	19833951	-	lpg2386	YP_096394.1	187	-	hypothetical protein lpg2386
chr	NC_002942.5	2695048	2695974	-	19833952	pla	lpg2387	YP_096395.1	308	-	outer membrane protease
chr	NC_002942.5	2696102	2697832	-	19833953	-	lpg2388	YP_096396.1	576	-	amino acid permease
chr	NC_002942.5	2698010	2700205	+	19833954	-	lpg2389	YP_096397.1	731	-	catalase-peroxidase KatB
chr	NC_002942.5	2700982	2702220	-	19833955	proP1	lpg2390	YP_096398.1	412	-	proline/betaine transporter
chr	NC_002942.5	2702256	2703560	-	19833956	sdbC	lpg2391	YP_096399.1	434	-	protein SdbC
chr	NC_002942.5	2703828	2704712	+	19833957	legL6	lpg2392	YP_096400.1	294	-	hypothetical protein lpg2392
chr	NC_002942.5	2704832	2705311	-	19833958	-	lpg2393	YP_096401.1	159	-	bacterioferritin (cytochrome b1)
chr	NC_002942.5	2705410	2705643	+	19833959	-	lpg2394	YP_096402.1	77	-	hypothetical protein lpg2394
chr	NC_002942.5	2705662	2706054	+	19833960	-	lpg2395	YP_096403.1	130	-	hypothetical protein lpg2395
chr	NC_002942.5	2706182	2707252	-	19833961	-	lpg2396	YP_096404.1	356	-	transcriptional regulator
chr	NC_002942.5	2707622	2708821	-	19833962	-	lpg2397	YP_096405.1	399	-	secreted peptidase
chr	NC_002942.5	2708876	2709448	-	19833963	-	lpg2398	YP_096406.1	190	-	aminoglycoside 6\'-N-acetyltransferase
chr	NC_002942.5	2709638	2710984	-	19833964	-	lpg2399	YP_096407.1	448	-	virulence protein
chr	NC_002942.5	2711277	2712341	+	19833965	legL7	lpg2400	YP_096408.1	354	-	hypothetical protein lpg2400
chr	NC_002942.5	2712550	2714076	+	19833966	-	lpg2401	YP_096409.1	508	-	secreted esterase
chr	NC_002942.5	2714053	2714973	-	19833967	-	lpg2402	YP_096410.1	306	-	LysR family transcriptional regulator
chr	NC_002942.5	2715158	2715697	-	19833968	-	lpg2403	YP_096411.1	179	-	hypothetical protein lpg2403
chr	NC_002942.5	2715994	2716908	+	19833969	-	lpg2404	YP_096412.1	304	-	hypothetical protein lpg2404
chr	NC_002942.5	2716905	2717306	+	19833970	mutT	lpg2405	YP_096413.1	133	-	mutator MutT protein
chr	NC_002942.5	2717701	2718798	+	19833971	-	lpg2406	YP_096414.1	365	-	hypothetical protein lpg2406
chr	NC_002942.5	2718993	2719298	-	19833972	-	lpg2407	YP_096415.1	101	-	hypothetical protein lpg2407
chr	NC_002942.5	2719521	2720180	+	19833973	-	lpg2408	YP_096416.1	219	-	hypothetical protein lpg2408
chr	NC_002942.5	2720506	2721324	+	19833974	-	lpg2409	YP_096417.1	272	-	hypothetical protein lpg2409
chr	NC_002942.5	2721767	2723764	+	19833975	-	lpg2410	YP_096418.1	665	-	patatin-like phospholipase
chr	NC_002942.5	2723867	2724694	-	19833976	-	lpg2411	YP_096419.1	275	-	hypothetical protein lpg2411
chr	NC_002942.5	2725235	2726314	+	19833977	ampC	lpg2412	YP_096420.2	359	-	beta-lactamase
chr	NC_002942.5	2726509	2726946	+	19833978	-	lpg2413	YP_096421.1	145	-	hypothetical protein lpg2413
chr	NC_002942.5	2727146	2727439	-	19833979	-	lpg2414	YP_096422.1	97	-	hypothetical protein lpg2414
chr	NC_002942.5	2727588	2727779	-	19833980	-	lpg2415	YP_096423.1	63	-	transmembrane protein
chr	NC_002942.5	2728074	2729180	+	19833981	legA1	lpg2416	YP_096424.1	368	-	ankyrin repeat-containing protein
chr	NC_002942.5	2729291	2730136	+	19833982	-	lpg2417	YP_096425.1	281	-	hypothetical protein lpg2417
chr	NC_002942.5	2730149	2731864	+	19833983	-	lpg2418	YP_096426.1	571	-	penicillin-binding protein AmpH
chr	NC_002942.5	2731994	2732788	-	19833984	-	lpg2419	YP_096427.1	264	-	hypothetical protein lpg2419
chr	NC_002942.5	2732983	2733534	+	19833985	-	lpg2420	YP_096428.1	183	-	hypothetical protein lpg2420
chr	NC_002942.5	2733597	2734676	+	19833986	-	lpg2421	YP_096429.1	359	-	transposase (ISSod13)
chr	NC_002942.5	2734836	2737097	-	19833987	-	lpg2422	YP_096430.1	753	-	hypothetical protein lpg2422
chr	NC_002942.5	2737386	2739116	+	19833988	-	lpg2423	YP_096431.1	576	-	hypothetical protein lpg2423
chr	NC_002942.5	2739205	2740551	-	19833989	-	lpg2424	YP_096432.1	448	-	hypothetical protein lpg2424
chr	NC_002942.5	2741056	2741862	-	19833990	-	lpg2425	YP_096433.1	268	-	hypothetical protein lpg2425
chr	NC_002942.5	2742145	2743791	+	19833991	mdcA	lpg2426	YP_096434.1	548	-	malonate decarboxylase subunit alpha
chr	NC_002942.5	2743785	2744996	+	19833992	mdcB	lpg2427	YP_096435.1	403	-	malonate decarboxylase subunit beta
chr	NC_002942.5	2744997	2745716	+	19833993	mdcC	lpg2428	YP_096436.1	239	-	malonate decarboxylase subunit gamma
chr	NC_002942.5	2745713	2746336	+	19833994	mdcG	lpg2429	YP_096437.1	207	-	nucleotidyltransferases
chr	NC_002942.5	2746308	2747150	+	19833995	mdcB	lpg2430	YP_096438.1	280	-	2-(5\'\'-triphosphoribosyl)-3\'-dephosphocoenzyme-A synthase
chr	NC_002942.5	2747147	2748094	+	19833996	-	lpg2431	YP_096439.1	315	-	malonyl CoA-ACP transacylase
chr	NC_002942.5	2748442	2749101	+	19833997	phoA	lpg2432	YP_096440.1	219	-	alkaline phosphatase
chr	NC_002942.5	2749238	2750998	+	19833998	-	lpg2433	YP_096441.1	586	-	hypothetical protein lpg2433
chr	NC_002942.5	2751265	2751759	+	19833999	-	lpg2434	YP_096442.1	164	-	hypothetical protein lpg2434
chr	NC_002942.5	2751786	2752829	+	19834000	-	lpg2435	YP_096443.1	347	-	hypothetical protein lpg2435
chr	NC_002942.5	2752866	2753246	+	19834001	-	lpg2436	YP_096444.1	126	-	hypothetical protein lpg2436
chr	NC_002942.5	2753317	2753505	+	19834002	-	lpg2437	YP_096445.1	62	-	hypothetical protein lpg2437
chr	NC_002942.5	2753605	2754795	-	19834003	-	lpg2438	YP_096446.1	396	-	florfenicol efflux pump
chr	NC_002942.5	2755062	2755613	-	19834004	-	lpg2439	YP_096447.1	183	-	NADPH-dependent FMN reductase domain-containing protein
chr	NC_002942.5	2755705	2756721	+	19834005	-	lpg2440	YP_096448.1	338	-	glutathione S-transferase
chr	NC_002942.5	2756759	2757232	+	19834006	-	lpg2441	YP_096449.1	157	-	DNA binding protein
chr	NC_002942.5	2757333	2757743	+	19834007	-	lpg2442	YP_096450.1	136	-	PhnB protein
chr	NC_002942.5	2757867	2758424	-	19834008	-	lpg2443	YP_096451.1	185	-	hypothetical protein lpg2443
chr	NC_002942.5	2758651	2759265	-	19834009	-	lpg2444	YP_096452.1	204	-	hypothetical protein lpg2444
chr	NC_002942.5	2759412	2759897	+	19834010	-	lpg2445	YP_096453.1	161	-	hypothetical protein lpg2445
chr	NC_002942.5	2759982	2760260	+	19834011	-	lpg2446	YP_096454.1	92	-	hypothetical protein lpg2446
chr	NC_002942.5	2760549	2760986	-	19834013	-	lpg2448	YP_096455.1	145	-	transposase, ISSod6
chr	NC_002942.5	2761307	2762032	+	19834014	-	lpg2449	YP_096456.1	241	-	D-alanyl-D-alanine dipeptidase
chr	NC_002942.5	2762115	2762843	+	19834015	-	lpg2450	YP_096457.1	242	-	hypothetical protein lpg2450
chr	NC_002942.5	2762922	2763890	-	19834016	-	lpg2451	YP_096458.1	322	-	N-hydroxyarylamine O-acetyltransferase
chr	NC_002942.5	2764049	2766814	-	19834017	legA14	lpg2452	YP_096459.1	921	-	ankyrin repeat-containing protein
chr	NC_002942.5	2767580	2768029	-	19834018	-	lpg2453	YP_096460.1	149	-	hypothetical protein lpg2453
chr	NC_002942.5	2768334	2768780	+	19834019	-	lpg2454	YP_096461.1	148	-	acetyltransferase
chr	NC_002942.5	2769090	2769719	+	19834020	-	lpg2455	YP_096462.1	209	-	hypothetical protein lpg2455
chr	NC_002942.5	2769925	2771340	+	19834021	legA15	lpg2456	YP_096463.1	471	-	ankyrin repeat-containing protein
chr	NC_002942.5	2771352	2771762	-	19834022	-	lpg2457	YP_096464.1	136	-	two component response regulator
chr	NC_002942.5	2771823	2773103	-	19834023	-	lpg2458	YP_096465.1	426	-	sensory box histidine kinase
chr	NC_002942.5	2773093	2773653	-	19834024	-	lpg2459	YP_096466.1	186	-	guanylate cyclase
chr	NC_002942.5	2773873	2774256	-	19834025	-	lpg2460	YP_096467.1	127	-	hypothetical protein lpg2460
chr	NC_002942.5	2774397	2775035	+	19834026	-	lpg2461	YP_096468.1	212	-	hypothetical protein lpg2461
chr	NC_002942.5	2775242	2776174	+	19834027	-	lpg2462	YP_096469.1	310	-	hypothetical protein lpg2462
chr	NC_002942.5	2776438	2777157	+	19834028	-	lpg2463	YP_096470.1	239	-	peptide aspartate b-dioxygenase
chr	NC_002942.5	2777324	2779267	-	19834029	-	lpg2464	YP_096471.1	647	-	hypothetical protein lpg2464
chr	NC_002942.5	2779337	2780860	+	19834030	sidD	lpg2465	YP_096472.1	507	-	protein SidD
chr	NC_002942.5	2780889	2781368	-	19834031	vhtD	lpg2466	YP_096473.1	159	-	hydrogenase expression/formation protein
chr	NC_002942.5	2781365	2782657	-	19834032	hydA	lpg2467	YP_096474.1	430	-	cytochrome c3 hydrogenase alpha chain
chr	NC_002942.5	2782650	2783435	-	19834033	-	lpg2468	YP_096475.1	261	-	sulfhydrogenase subunit delta
chr	NC_002942.5	2783453	2784298	-	19834034	hydG-2	lpg2469	YP_096476.1	281	-	hydrogenase/sulfur reductase subunit gamma
chr	NC_002942.5	2784291	2785502	-	19834035	-	lpg2470	YP_096477.1	403	-	cytochrome c3 hydrogenase alpha (or beta) chain
chr	NC_002942.5	2785466	2786524	-	19834036	hypE	lpg2471	YP_096478.1	352	-	hydrogenase expression/formation protein HypE
chr	NC_002942.5	2786521	2787627	-	19834037	hypD	lpg2472	YP_096479.1	368	-	hydrogenase expression/formation protein HypD
chr	NC_002942.5	2787624	2787851	-	19834038	hypC	lpg2473	YP_096480.1	75	-	hydrogenase expression/formation protein HypC
chr	NC_002942.5	2787861	2790086	-	19834039	hypF	lpg2474	YP_096481.1	741	-	hydrogenase maturation protein HypF
chr	NC_002942.5	2790102	2790860	-	19834040	hypB	lpg2475	YP_096482.1	252	-	hydrogenase nickel incorporation protein HypB
chr	NC_002942.5	2790860	2791201	-	19834041	hypA	lpg2476	YP_096483.1	113	-	hydrogenase nickel incorporation protein HypA
chr	NC_002942.5	2791213	2791980	-	19834042	-	lpg2477	YP_096484.1	255	-	high affinity nickel transport protein
chr	NC_002942.5	2791964	2792995	+	19834043	-	lpg2478	YP_096485.1	343	-	glycosyltransferase, group 2 family protein (glycan biosynthesis)
chr	NC_002942.5	2792961	2793368	+	19834044	-	lpg2479	YP_096486.1	135	-	hypothetical protein lpg2479
chr	NC_002942.5	2793345	2794157	-	19834045	-	lpg2480	YP_096487.1	270	-	cellobiose phosphorylase
chr	NC_002942.5	2794324	2795226	-	19834046	-	lpg2481	YP_096488.1	300	-	hypothetical protein lpg2481
chr	NC_002942.5	2795479	2796825	+	19834047	-	lpg2482	YP_096489.1	448	-	protein SdbC
chr	NC_002942.5	2796852	2797409	-	19834048	-	lpg2483	YP_096490.1	185	-	hypothetical protein lpg2483
chr	NC_002942.5	2797458	2798042	+	19834049	-	lpg2484	YP_096491.1	194	-	deoxyribonucleotide triphosphate pyrophosphatase
chr	NC_002942.5	2798044	2799759	+	19834050	-	lpg2485	YP_096492.1	571	-	hypothetical protein lpg2485
chr	NC_002942.5	2800077	2801465	-	19834051	-	lpg2486	YP_096493.1	462	-	phosphomannomutase
chr	NC_002942.5	2801466	2801936	-	19834052	dut	lpg2487	YP_096494.1	156	-	deoxyuridine 5\'-triphosphate nucleotidohydrolase
chr	NC_002942.5	2801951	2803339	-	19834053	-	lpg2488	YP_096495.1	462	-	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
chr	NC_002942.5	2803224	2803907	+	19834054	-	lpg2489	YP_096496.1	227	-	DNA repair protein RadC
chr	NC_002942.5	2804259	2808143	+	19834055	lepB	lpg2490	YP_096497.1	1294	-	hypothetical protein lpg2490
chr	NC_002942.5	2808266	2808829	-	19834056	-	lpg2491	YP_096498.1	187	-	hypothetical protein lpg2491
chr	NC_002942.5	2809091	2810077	+	19834057	-	lpg2492	YP_096499.1	328	-	alcohol dehydrogenase
chr	NC_002942.5	2810340	2810834	+	19834058	-	lpg2493	YP_096500.1	164	-	small heat shock protein HspC2
chr	NC_002942.5	2811202	2811894	+	19834059	-	lpg2494	YP_096501.1	230	-	hypothetical protein lpg2494
chr	NC_002942.5	2811945	2813363	-	19834060	hss	lpg2495	YP_096502.1	472	-	homospermidine synthase
chr	NC_002942.5	2813566	2814090	+	19834061	-	lpg2496	YP_096503.1	174	-	RNA methyltransferase
chr	NC_002942.5	2814249	2814902	-	19834062	-	lpg2497	YP_096504.1	217	-	hypothetical protein lpg2497
chr	NC_002942.5	2815381	2816313	+	19834063	-	lpg2498	YP_096505.1	310	-	hypothetical protein lpg2498
chr	NC_002942.5	2816981	2817553	+	19834064	-	lpg2499	YP_096506.1	190	-	lysine decarboxylase
chr	NC_002942.5	2817593	2818330	+	19834065	-	lpg2500	YP_096507.1	245	-	carbonic anhydrase Mig5
chr	NC_002942.5	2818415	2819647	+	19834066	-	lpg2501	YP_096508.1	410	-	multidrug resistance protein D
chr	NC_002942.5	2819644	2819892	-	19834067	-	lpg2502	YP_096509.1	82	-	hypothetical protein lpg2502
chr	NC_002942.5	2820300	2820620	-	19834068	-	lpg2503	YP_096510.1	106	-	hypothetical protein lpg2503
chr	NC_002942.5	2820928	2823756	+	19834069	-	lpg2504	YP_096511.1	942	-	hypothetical protein lpg2504
chr	NC_002942.5	2823758	2824645	+	19834070	-	lpg2505	YP_096512.1	295	-	hypothetical protein lpg2505
chr	NC_002942.5	2825042	2826304	+	19834071	-	lpg2506	YP_096513.1	420	-	sensor histidine kinase/response regulator LuxN
chr	NC_002942.5	2826352	2827047	-	19834072	-	lpg2507	YP_096514.1	231	-	hypothetical protein lpg2507
chr	NC_002942.5	2827446	2829869	-	19834073	-	lpg2508	YP_096515.1	807	-	hypothetical protein lpg2508
chr	NC_002942.5	2829940	2831133	-	19834074	-	lpg2509	YP_096516.1	397	-	protein SdeD
chr	NC_002942.5	2831384	2834110	+	19834075	-	lpg2510	YP_096517.1	908	-	protein SdcA
chr	NC_002942.5	2834261	2837014	+	19834076	sidC	lpg2511	YP_096518.1	917	-	protein SidC, interaptin
chr	NC_002942.5	2837380	2840532	-	19834077	-	lpg2512	YP_096519.1	1050	-	RND multidrug efflux transporter MexF
chr	NC_002942.5	2840592	2841758	-	19834078	-	lpg2513	YP_096520.1	388	-	RND multidrug efflux membrane fusion protein
chr	NC_002942.5	2841752	2843314	-	19834079	-	lpg2514	YP_096521.1	520	-	outer membrane efflux protein
chr	NC_002942.5	2843496	2843861	-	19834080	-	lpg2515	YP_096522.1	121	-	structural toxin protein (hemagglutinin/hemolysin) RtxA
chr	NC_002942.5	2843865	2845130	-	19834081	-	lpg2516	YP_096523.1	421	-	major facilitator family transporter
chr	NC_002942.5	2845298	2845771	+	19834082	-	lpg2517	YP_096524.1	157	-	AsnC family transcriptional regulator
chr	NC_002942.5	2845967	2846308	+	19834083	-	lpg2518	YP_096525.1	113	-	hypothetical protein lpg2518
chr	NC_002942.5	2846499	2847059	+	19834084	-	lpg2519	YP_096526.1	186	-	hypothetical protein lpg2519
chr	NC_002942.5	2847152	2847520	-	19834085	-	lpg2520	YP_096527.1	122	-	hypothetical protein lpg2520
chr	NC_002942.5	2847611	2847790	+	19834086	-	lpg2521	YP_096528.1	59	-	hypothetical protein lpg2521
chr	NC_002942.5	2847831	2848985	-	19834087	-	lpg2522	YP_096529.1	384	-	metal-activated pyridoxal enzyme
chr	NC_002942.5	2849475	2851814	+	19834088	-	lpg2523	YP_096530.1	779	-	hypothetical protein lpg2523
chr	NC_002942.5	2852006	2852869	+	19834089	-	lpg2524	YP_096531.1	287	-	LuxR family transcriptional regulator
chr	NC_002942.5	2852975	2854309	+	19834090	-	lpg2525	YP_096532.1	444	-	hypothetical protein lpg2525
chr	NC_002942.5	2854590	2855957	-	19834091	-	lpg2526	YP_096533.1	455	-	hypothetical protein lpg2526
chr	NC_002942.5	2856264	2857940	-	19834092	-	lpg2527	YP_096534.1	558	-	hypothetical protein lpg2527
chr	NC_002942.5	2858107	2859657	+	19834093	-	lpg2528	YP_096535.1	516	-	alpha-amylase
chr	NC_002942.5	2859811	2861529	-	19834094	-	lpg2529	YP_096536.1	572	-	hypothetical protein lpg2529
chr	NC_002942.5	2862296	2863339	+	19834095	aroF	lpg2530	YP_096537.1	347	-	phospho-2-dehydro-3-deoxyheptonate aldolase
chr	NC_002942.5	2863336	2863920	+	19834096	-	lpg2531	YP_096538.1	194	-	chorismate mutase
chr	NC_002942.5	2864214	2865380	+	19834097	-	lpg2532	YP_096539.1	388	-	aspartate aminotransferase
chr	NC_002942.5	2865682	2866578	+	19834098	tehB	lpg2533	YP_096540.1	298	-	tellurite resistance protein TehB
chr	NC_002942.5	2866611	2867042	-	19834099	-	lpg2534	YP_096541.1	143	-	hypothetical protein lpg2534
chr	NC_002942.5	2867089	2867496	+	19834100	-	lpg2535	YP_096542.1	135	-	hypothetical protein lpg2535
chr	NC_002942.5	2867493	2868449	+	19834101	-	lpg2536	YP_096543.1	318	-	ferredoxin reductase
chr	NC_002942.5	2868674	2869693	+	19834102	-	lpg2537	YP_096544.1	339	-	5-carboxyvanillate decarboxylase
chr	NC_002942.5	2869817	2871232	-	19834103	-	lpg2538	YP_096545.1	471	-	hypothetical protein lpg2538
chr	NC_002942.5	2871814	2872221	-	19834104	-	lpg2539	YP_096546.1	135	-	hypothetical protein lpg2539
chr	NC_002942.5	2872433	2872816	-	19834105	mscL	lpg2540	YP_096547.1	127	-	large conductance mechanosensitive channel
chr	NC_002942.5	2872931	2873764	-	19834106	-	lpg2541	YP_096548.1	277	-	hypothetical protein lpg2541
chr	NC_002942.5	2874050	2874541	-	19834107	-	lpg2542	YP_096549.1	163	-	hypothetical protein lpg2542
chr	NC_002942.5	2874608	2875273	-	19834108	-	lpg2543	YP_096550.1	221	-	hypothetical protein lpg2543
chr	NC_002942.5	2875791	2877164	+	19834109	mltA	lpg2544	YP_096551.1	457	-	membrane-bound lytic murein transglycosylase A
chr	NC_002942.5	2877541	2877831	+	19834110	-	lpg2545	YP_096552.1	96	-	hypothetical protein lpg2545
chr	NC_002942.5	2878610	2880019	-	19834111	-	lpg2546	YP_096553.1	469	-	hypothetical protein lpg2546
chr	NC_002942.5	2880193	2880528	-	19834112	csaA	lpg2547	YP_096554.1	111	-	chaperonin CsaA
chr	NC_002942.5	2880538	2881452	-	19834113	-	lpg2548	YP_096555.1	304	-	transmembrane protein
chr	NC_002942.5	2881518	2882288	-	19834114	-	lpg2549	YP_096556.1	256	-	AraC family transcriptional regulator
chr	NC_002942.5	2882559	2883128	-	19834115	-	lpg2550	YP_096557.1	189	-	hypothetical protein lpg2550
chr	NC_002942.5	2883256	2884101	+	19834116	-	lpg2551	YP_096558.1	281	-	hypothetical protein lpg2551
chr	NC_002942.5	2884137	2885804	-	19834117	-	lpg2552	YP_096559.1	555	-	hypothetical protein lpg2552
chr	NC_002942.5	2885982	2887349	+	19834118	uhpC	lpg2553	YP_096560.1	455	-	hexosephosphate transport
chr	NC_002942.5	2887612	2888094	+	19834119	-	lpg2554	YP_096561.1	160	-	rare lipoprotein A
chr	NC_002942.5	2888571	2889425	-	19834120	-	lpg2555	YP_096562.1	284	-	hypothetical protein lpg2555
chr	NC_002942.5	2890013	2891401	+	19834121	legK3	lpg2556	YP_096563.1	462	-	protein kinase
chr	NC_002942.5	2891426	2892154	-	19834122	-	lpg2557	YP_096564.1	242	-	hypothetical protein lpg2557
chr	NC_002942.5	2892417	2892845	+	19834123	-	lpg2558	YP_096565.1	142	-	integrase of prophage CP-933C
chr	NC_002942.5	2892852	2894309	+	19834124	recG	lpg2559	YP_096566.1	485	-	ATP-dependent DNA helicase
chr	NC_002942.5	2894489	2895076	-	19834125	-	lpg2560	YP_096567.1	195	-	hypothetical protein lpg2560
chr	NC_002942.5	2895245	2895847	-	19834126	-	lpg2561	YP_096568.1	200	-	hypothetical protein lpg2561
chr	NC_002942.5	2896086	2896763	-	19834127	-	lpg2562	YP_096569.1	225	-	phage repressor
chr	NC_002942.5	2896977	2897183	+	19834128	-	lpg2563	YP_096570.1	68	-	prophage regulatory protein-like
chr	NC_002942.5	2897221	2897619	+	19834129	-	lpg2564	YP_096571.1	132	-	protein LvrA
chr	NC_002942.5	2898333	2898599	+	19834130	-	lpg2565	YP_096572.1	88	-	transposase ORF-A, IS-type
chr	NC_002942.5	2898596	2899441	+	19834131	-	lpg2566	YP_096573.1	281	-	ISxcC1 transposase
chr	NC_002942.5	2899489	2900097	-	19834132	-	lpg2567	YP_096574.1	202	-	ISI400 transposase B
chr	NC_002942.5	2900255	2901337	-	19834133	-	lpg2568	YP_096575.1	360	-	hypothetical protein lpg2568
chr	NC_002942.5	2901559	2901966	-	19834134	-	lpg2569	YP_096576.1	135	-	hypothetical protein lpg2569
chr	NC_002942.5	2902489	2903049	-	19834136	-	lpg2571	YP_096577.1	186	-	hypothetical protein lpg2571
chr	NC_002942.5	2903101	2903835	-	19834137	-	lpg2572	YP_096578.1	244	-	hypothetical protein lpg2572
chr	NC_002942.5	2903857	2904405	-	19834138	-	lpg2573	YP_096579.1	182	-	resolvase
chr	NC_002942.5	2904635	2904871	-	19834139	-	lpg2574	YP_096580.1	78	-	hypothetical protein lpg2574
chr	NC_002942.5	2905190	2905567	-	19834141	-	lpg2576	YP_096581.1	125	-	uroporphyrin-III C-methyltransferase
chr	NC_002942.5	2905863	2906621	-	19834142	-	lpg2577	YP_096582.1	252	-	hypothetical protein lpg2577
chr	NC_002942.5	2906717	2906971	-	19834143	-	lpg2578	YP_096583.1	84	-	hypothetical protein lpg2578
